[SYS] 2024/10/23 - 12:20:19 | One API v0.6.7 started 
[SYS] 2024/10/23 - 12:44:05 | batch update started 
[SYS] 2024/10/23 - 12:44:05 | batch update finished 
[SYS] 2024/10/23 - 12:44:15 | batch update started 
[SYS] 2024/10/23 - 12:44:15 | batch update finished 
[SYS] 2024/10/23 - 12:44:25 | batch update started 
[SYS] 2024/10/23 - 12:44:25 | batch update finished 
[SYS] 2024/10/23 - 12:44:35 | batch update started 
[SYS] 2024/10/23 - 12:44:35 | batch update finished 
[SYS] 2024/10/23 - 12:44:45 | batch update started 
[SYS] 2024/10/23 - 12:44:45 | batch update finished 
[SYS] 2024/10/23 - 12:44:55 | batch update started 
[SYS] 2024/10/23 - 12:44:55 | batch update finished 
[SYS] 2024/10/23 - 12:45:05 | batch update started 
[SYS] 2024/10/23 - 12:45:05 | batch update finished 
[SYS] 2024/10/23 - 12:45:15 | batch update started 
[SYS] 2024/10/23 - 12:45:15 | batch update finished 
[SYS] 2024/10/23 - 12:45:25 | batch update started 
[SYS] 2024/10/23 - 12:45:25 | batch update finished 
[SYS] 2024/10/23 - 12:45:35 | batch update started 
[SYS] 2024/10/23 - 12:45:35 | batch update finished 
[SYS] 2024/10/23 - 12:45:45 | batch update started 
[SYS] 2024/10/23 - 12:45:45 | batch update finished 
[SYS] 2024/10/23 - 12:45:55 | batch update started 
[SYS] 2024/10/23 - 12:45:55 | batch update finished 
[SYS] 2024/10/23 - 12:46:05 | batch update started 
[SYS] 2024/10/23 - 12:46:05 | batch update finished 
[SYS] 2024/10/23 - 12:46:15 | batch update started 
[SYS] 2024/10/23 - 12:46:15 | batch update finished 
[SYS] 2024/10/23 - 12:46:25 | batch update started 
[SYS] 2024/10/23 - 12:46:25 | batch update finished 
[SYS] 2024/10/23 - 12:46:35 | batch update started 
[SYS] 2024/10/23 - 12:46:35 | batch update finished 
[SYS] 2024/10/23 - 12:46:45 | batch update started 
[SYS] 2024/10/23 - 12:46:45 | batch update finished 
[SYS] 2024/10/23 - 12:46:55 | batch update started 
[SYS] 2024/10/23 - 12:46:55 | batch update finished 
[SYS] 2024/10/23 - 12:47:05 | batch update started 
[SYS] 2024/10/23 - 12:47:05 | batch update finished 
[SYS] 2024/10/23 - 12:47:15 | batch update started 
[SYS] 2024/10/23 - 12:47:15 | batch update finished 
[SYS] 2024/10/23 - 12:47:25 | batch update started 
[SYS] 2024/10/23 - 12:47:25 | batch update finished 
[SYS] 2024/10/23 - 12:47:35 | batch update started 
[SYS] 2024/10/23 - 12:47:35 | batch update finished 
[SYS] 2024/10/23 - 12:47:45 | batch update started 
[SYS] 2024/10/23 - 12:47:45 | batch update finished 
[SYS] 2024/10/23 - 12:47:55 | batch update started 
[SYS] 2024/10/23 - 12:47:55 | batch update finished 
[SYS] 2024/10/23 - 12:48:05 | batch update started 
[SYS] 2024/10/23 - 12:48:05 | batch update finished 
[SYS] 2024/10/23 - 12:48:15 | batch update started 
[SYS] 2024/10/23 - 12:48:15 | batch update finished 
[SYS] 2024/10/23 - 12:48:25 | batch update started 
[SYS] 2024/10/23 - 12:48:25 | batch update finished 
[SYS] 2024/10/23 - 12:48:35 | batch update started 
[SYS] 2024/10/23 - 12:48:35 | batch update finished 
[SYS] 2024/10/23 - 12:48:45 | batch update started 
[SYS] 2024/10/23 - 12:48:45 | batch update finished 
[SYS] 2024/10/23 - 12:48:55 | batch update started 
[SYS] 2024/10/23 - 12:48:55 | batch update finished 
[SYS] 2024/10/23 - 12:49:05 | batch update started 
[SYS] 2024/10/23 - 12:49:05 | batch update finished 
[SYS] 2024/10/23 - 12:49:15 | batch update started 
[SYS] 2024/10/23 - 12:49:15 | batch update finished 
[SYS] 2024/10/23 - 12:49:25 | batch update started 
[SYS] 2024/10/23 - 12:49:25 | batch update finished 
[SYS] 2024/10/23 - 12:49:35 | batch update started 
[SYS] 2024/10/23 - 12:49:35 | batch update finished 
[SYS] 2024/10/23 - 12:49:45 | batch update started 
[SYS] 2024/10/23 - 12:49:45 | batch update finished 
[SYS] 2024/10/23 - 12:49:55 | batch update started 
[SYS] 2024/10/23 - 12:49:55 | batch update finished 
[SYS] 2024/10/23 - 12:50:05 | batch update started 
[SYS] 2024/10/23 - 12:50:05 | batch update finished 
[SYS] 2024/10/23 - 12:50:15 | batch update started 
[SYS] 2024/10/23 - 12:50:15 | batch update finished 
[SYS] 2024/10/23 - 12:50:25 | batch update started 
[SYS] 2024/10/23 - 12:50:25 | batch update finished 
[SYS] 2024/10/23 - 12:50:35 | batch update started 
[SYS] 2024/10/23 - 12:50:35 | batch update finished 
[SYS] 2024/10/23 - 12:50:45 | batch update started 
[SYS] 2024/10/23 - 12:50:45 | batch update finished 
[SYS] 2024/10/23 - 12:50:55 | batch update started 
[SYS] 2024/10/23 - 12:50:55 | batch update finished 
[SYS] 2024/10/23 - 12:51:04 | syncing channels from database 
[SYS] 2024/10/23 - 12:51:04 | syncing options from database 
[SYS] 2024/10/23 - 12:51:04 | channels synced from database 
[SYS] 2024/10/23 - 12:51:05 | batch update started 
[SYS] 2024/10/23 - 12:51:05 | batch update finished 
[SYS] 2024/10/23 - 12:51:15 | batch update started 
[SYS] 2024/10/23 - 12:51:15 | batch update finished 
[SYS] 2024/10/23 - 12:51:25 | batch update started 
[SYS] 2024/10/23 - 12:51:25 | batch update finished 
[SYS] 2024/10/23 - 12:51:35 | batch update started 
[SYS] 2024/10/23 - 12:51:35 | batch update finished 
[SYS] 2024/10/23 - 12:51:45 | batch update started 
[SYS] 2024/10/23 - 12:51:45 | batch update finished 
[SYS] 2024/10/23 - 12:51:55 | batch update started 
[SYS] 2024/10/23 - 12:51:55 | batch update finished 
[SYS] 2024/10/23 - 12:52:05 | batch update started 
[SYS] 2024/10/23 - 12:52:05 | batch update finished 
[SYS] 2024/10/23 - 12:52:15 | batch update started 
[SYS] 2024/10/23 - 12:52:15 | batch update finished 
[SYS] 2024/10/23 - 12:52:25 | batch update started 
[SYS] 2024/10/23 - 12:52:25 | batch update finished 
[SYS] 2024/10/23 - 12:52:35 | batch update started 
[SYS] 2024/10/23 - 12:52:35 | batch update finished 
[SYS] 2024/10/23 - 12:52:45 | batch update started 
[SYS] 2024/10/23 - 12:52:45 | batch update finished 
[SYS] 2024/10/23 - 12:52:55 | batch update started 
[SYS] 2024/10/23 - 12:52:55 | batch update finished 
[SYS] 2024/10/23 - 12:53:05 | batch update started 
[SYS] 2024/10/23 - 12:53:05 | batch update finished 
[SYS] 2024/10/23 - 12:53:15 | batch update started 
[SYS] 2024/10/23 - 12:53:15 | batch update finished 
[SYS] 2024/10/23 - 12:53:25 | batch update started 
[SYS] 2024/10/23 - 12:53:25 | batch update finished 
[SYS] 2024/10/23 - 12:53:35 | batch update started 
[SYS] 2024/10/23 - 12:53:35 | batch update finished 
[SYS] 2024/10/23 - 12:53:45 | batch update started 
[SYS] 2024/10/23 - 12:53:45 | batch update finished 
[SYS] 2024/10/23 - 12:53:55 | batch update started 
[SYS] 2024/10/23 - 12:53:55 | batch update finished 
[SYS] 2024/10/23 - 12:54:05 | batch update started 
[SYS] 2024/10/23 - 12:54:05 | batch update finished 
[SYS] 2024/10/23 - 12:54:15 | batch update started 
[SYS] 2024/10/23 - 12:54:15 | batch update finished 
[SYS] 2024/10/23 - 12:54:25 | batch update started 
[SYS] 2024/10/23 - 12:54:25 | batch update finished 
[SYS] 2024/10/23 - 12:54:35 | batch update started 
[SYS] 2024/10/23 - 12:54:35 | batch update finished 
[SYS] 2024/10/23 - 12:54:45 | batch update started 
[SYS] 2024/10/23 - 12:54:45 | batch update finished 
[SYS] 2024/10/23 - 12:54:55 | batch update started 
[SYS] 2024/10/23 - 12:54:55 | batch update finished 
[SYS] 2024/10/23 - 12:55:05 | batch update started 
[SYS] 2024/10/23 - 12:55:05 | batch update finished 
[SYS] 2024/10/23 - 12:55:15 | batch update started 
[SYS] 2024/10/23 - 12:55:15 | batch update finished 
[SYS] 2024/10/23 - 12:55:25 | batch update started 
[SYS] 2024/10/23 - 12:55:25 | batch update finished 
[SYS] 2024/10/23 - 12:55:35 | batch update started 
[SYS] 2024/10/23 - 12:55:35 | batch update finished 
[SYS] 2024/10/23 - 12:55:45 | batch update started 
[SYS] 2024/10/23 - 12:55:45 | batch update finished 
[SYS] 2024/10/23 - 12:55:55 | batch update started 
[SYS] 2024/10/23 - 12:55:55 | batch update finished 
[SYS] 2024/10/23 - 12:56:05 | batch update started 
[SYS] 2024/10/23 - 12:56:05 | batch update finished 
[SYS] 2024/10/23 - 12:56:15 | batch update started 
[SYS] 2024/10/23 - 12:56:15 | batch update finished 
[SYS] 2024/10/23 - 12:56:25 | batch update started 
[SYS] 2024/10/23 - 12:56:25 | batch update finished 
[SYS] 2024/10/23 - 12:56:35 | batch update started 
[SYS] 2024/10/23 - 12:56:35 | batch update finished 
[SYS] 2024/10/23 - 12:56:45 | batch update started 
[SYS] 2024/10/23 - 12:56:45 | batch update finished 
[SYS] 2024/10/23 - 12:56:55 | batch update started 
[SYS] 2024/10/23 - 12:56:55 | batch update finished 
[SYS] 2024/10/23 - 12:57:05 | batch update started 
[SYS] 2024/10/23 - 12:57:05 | batch update finished 
[SYS] 2024/10/23 - 12:57:15 | batch update started 
[SYS] 2024/10/23 - 12:57:15 | batch update finished 
[SYS] 2024/10/23 - 12:57:25 | batch update started 
[SYS] 2024/10/23 - 12:57:25 | batch update finished 
[SYS] 2024/10/23 - 12:57:35 | batch update started 
[SYS] 2024/10/23 - 12:57:35 | batch update finished 
[SYS] 2024/10/23 - 12:57:45 | batch update started 
[SYS] 2024/10/23 - 12:57:45 | batch update finished 
[SYS] 2024/10/23 - 12:57:55 | batch update started 
[SYS] 2024/10/23 - 12:57:55 | batch update finished 
[SYS] 2024/10/23 - 12:58:05 | batch update started 
[SYS] 2024/10/23 - 12:58:05 | batch update finished 
[SYS] 2024/10/23 - 12:58:15 | batch update started 
[SYS] 2024/10/23 - 12:58:15 | batch update finished 
[SYS] 2024/10/23 - 12:58:25 | batch update started 
[SYS] 2024/10/23 - 12:58:25 | batch update finished 
[SYS] 2024/10/23 - 12:58:36 | batch update started 
[SYS] 2024/10/23 - 12:58:36 | batch update finished 
[SYS] 2024/10/23 - 12:58:46 | batch update started 
[SYS] 2024/10/23 - 12:58:46 | batch update finished 
[SYS] 2024/10/23 - 12:58:56 | batch update started 
[SYS] 2024/10/23 - 12:58:56 | batch update finished 
[SYS] 2024/10/23 - 12:59:06 | batch update started 
[SYS] 2024/10/23 - 12:59:06 | batch update finished 
[SYS] 2024/10/23 - 12:59:16 | batch update started 
[SYS] 2024/10/23 - 12:59:16 | batch update finished 
[SYS] 2024/10/23 - 12:59:26 | batch update started 
[SYS] 2024/10/23 - 12:59:26 | batch update finished 
[SYS] 2024/10/23 - 12:59:36 | batch update started 
[SYS] 2024/10/23 - 12:59:36 | batch update finished 
[SYS] 2024/10/23 - 12:59:46 | batch update started 
[SYS] 2024/10/23 - 12:59:46 | batch update finished 
[SYS] 2024/10/23 - 12:59:56 | batch update started 
[SYS] 2024/10/23 - 12:59:56 | batch update finished 
[SYS] 2024/10/23 - 13:00:06 | batch update started 
[SYS] 2024/10/23 - 13:00:06 | batch update finished 
[SYS] 2024/10/23 - 13:00:16 | batch update started 
[SYS] 2024/10/23 - 13:00:16 | batch update finished 
[SYS] 2024/10/23 - 13:00:26 | batch update started 
[SYS] 2024/10/23 - 13:00:26 | batch update finished 
[SYS] 2024/10/23 - 13:00:36 | batch update started 
[SYS] 2024/10/23 - 13:00:36 | batch update finished 
[SYS] 2024/10/23 - 13:00:46 | batch update started 
[SYS] 2024/10/23 - 13:00:46 | batch update finished 
[SYS] 2024/10/23 - 13:00:56 | batch update started 
[SYS] 2024/10/23 - 13:00:56 | batch update finished 
[SYS] 2024/10/23 - 13:01:04 | syncing channels from database 
[SYS] 2024/10/23 - 13:01:04 | syncing options from database 
[SYS] 2024/10/23 - 13:01:04 | channels synced from database 
[SYS] 2024/10/23 - 13:01:06 | batch update started 
[SYS] 2024/10/23 - 13:01:06 | batch update finished 
[SYS] 2024/10/23 - 13:01:16 | batch update started 
[SYS] 2024/10/23 - 13:01:16 | batch update finished 
[SYS] 2024/10/23 - 13:01:26 | batch update started 
[SYS] 2024/10/23 - 13:01:26 | batch update finished 
[SYS] 2024/10/23 - 13:01:36 | batch update started 
[SYS] 2024/10/23 - 13:01:36 | batch update finished 
[SYS] 2024/10/23 - 13:01:46 | batch update started 
[SYS] 2024/10/23 - 13:01:46 | batch update finished 
[SYS] 2024/10/23 - 13:01:56 | batch update started 
[SYS] 2024/10/23 - 13:01:56 | batch update finished 
[SYS] 2024/10/23 - 13:02:06 | batch update started 
[SYS] 2024/10/23 - 13:02:06 | batch update finished 
[SYS] 2024/10/23 - 13:02:16 | batch update started 
[SYS] 2024/10/23 - 13:02:16 | batch update finished 
[SYS] 2024/10/23 - 13:02:26 | batch update started 
[SYS] 2024/10/23 - 13:02:26 | batch update finished 
[SYS] 2024/10/23 - 13:02:36 | batch update started 
[SYS] 2024/10/23 - 13:02:36 | batch update finished 
[SYS] 2024/10/23 - 13:02:46 | batch update started 
[SYS] 2024/10/23 - 13:02:46 | batch update finished 
[SYS] 2024/10/23 - 13:02:56 | batch update started 
[SYS] 2024/10/23 - 13:02:56 | batch update finished 
[SYS] 2024/10/23 - 13:03:06 | batch update started 
[SYS] 2024/10/23 - 13:03:06 | batch update finished 
[SYS] 2024/10/23 - 13:03:16 | batch update started 
[SYS] 2024/10/23 - 13:03:16 | batch update finished 
[SYS] 2024/10/23 - 13:03:26 | batch update started 
[SYS] 2024/10/23 - 13:03:26 | batch update finished 
[SYS] 2024/10/23 - 13:03:36 | batch update started 
[SYS] 2024/10/23 - 13:03:36 | batch update finished 
[SYS] 2024/10/23 - 13:03:46 | batch update started 
[SYS] 2024/10/23 - 13:03:46 | batch update finished 
[SYS] 2024/10/23 - 13:03:56 | batch update started 
[SYS] 2024/10/23 - 13:03:56 | batch update finished 
[SYS] 2024/10/23 - 13:04:06 | batch update started 
[SYS] 2024/10/23 - 13:04:06 | batch update finished 
[SYS] 2024/10/23 - 13:04:16 | batch update started 
[SYS] 2024/10/23 - 13:04:16 | batch update finished 
[SYS] 2024/10/23 - 13:04:26 | batch update started 
[SYS] 2024/10/23 - 13:04:26 | batch update finished 
[SYS] 2024/10/23 - 13:04:36 | batch update started 
[SYS] 2024/10/23 - 13:04:36 | batch update finished 
[SYS] 2024/10/23 - 13:04:46 | batch update started 
[SYS] 2024/10/23 - 13:04:46 | batch update finished 
[SYS] 2024/10/23 - 13:04:56 | batch update started 
[SYS] 2024/10/23 - 13:04:56 | batch update finished 
[SYS] 2024/10/23 - 13:05:06 | batch update started 
[SYS] 2024/10/23 - 13:05:06 | batch update finished 
[SYS] 2024/10/23 - 13:05:16 | batch update started 
[SYS] 2024/10/23 - 13:05:16 | batch update finished 
[SYS] 2024/10/23 - 13:05:26 | batch update started 
[SYS] 2024/10/23 - 13:05:26 | batch update finished 
[SYS] 2024/10/23 - 13:05:36 | batch update started 
[SYS] 2024/10/23 - 13:05:36 | batch update finished 
[SYS] 2024/10/23 - 13:05:46 | batch update started 
[SYS] 2024/10/23 - 13:05:46 | batch update finished 
[SYS] 2024/10/23 - 13:05:56 | batch update started 
[SYS] 2024/10/23 - 13:05:56 | batch update finished 
[SYS] 2024/10/23 - 13:06:06 | batch update started 
[SYS] 2024/10/23 - 13:06:06 | batch update finished 
[SYS] 2024/10/23 - 13:06:16 | batch update started 
[SYS] 2024/10/23 - 13:06:16 | batch update finished 
[SYS] 2024/10/23 - 13:06:26 | batch update started 
[SYS] 2024/10/23 - 13:06:26 | batch update finished 
[SYS] 2024/10/23 - 13:06:36 | batch update started 
[SYS] 2024/10/23 - 13:06:36 | batch update finished 
[SYS] 2024/10/23 - 13:06:46 | batch update started 
[SYS] 2024/10/23 - 13:06:46 | batch update finished 
[SYS] 2024/10/23 - 13:06:56 | batch update started 
[SYS] 2024/10/23 - 13:06:56 | batch update finished 
[SYS] 2024/10/23 - 13:07:06 | batch update started 
[SYS] 2024/10/23 - 13:07:06 | batch update finished 
[SYS] 2024/10/23 - 13:07:16 | batch update started 
[SYS] 2024/10/23 - 13:07:16 | batch update finished 
[SYS] 2024/10/23 - 13:07:26 | batch update started 
[SYS] 2024/10/23 - 13:07:26 | batch update finished 
[SYS] 2024/10/23 - 13:07:36 | batch update started 
[SYS] 2024/10/23 - 13:07:36 | batch update finished 
[SYS] 2024/10/23 - 13:07:46 | batch update started 
[SYS] 2024/10/23 - 13:07:46 | batch update finished 
[SYS] 2024/10/23 - 13:07:56 | batch update started 
[SYS] 2024/10/23 - 13:07:56 | batch update finished 
[SYS] 2024/10/23 - 13:08:06 | batch update started 
[SYS] 2024/10/23 - 13:08:06 | batch update finished 
[SYS] 2024/10/23 - 13:08:16 | batch update started 
[SYS] 2024/10/23 - 13:08:16 | batch update finished 
[SYS] 2024/10/23 - 13:08:26 | batch update started 
[SYS] 2024/10/23 - 13:08:26 | batch update finished 
[SYS] 2024/10/23 - 13:08:36 | batch update started 
[SYS] 2024/10/23 - 13:08:36 | batch update finished 
[SYS] 2024/10/23 - 13:08:46 | batch update started 
[SYS] 2024/10/23 - 13:08:46 | batch update finished 
[SYS] 2024/10/23 - 13:08:56 | batch update started 
[SYS] 2024/10/23 - 13:08:56 | batch update finished 
[SYS] 2024/10/23 - 13:09:06 | batch update started 
[SYS] 2024/10/23 - 13:09:06 | batch update finished 
[SYS] 2024/10/23 - 13:09:16 | batch update started 
[SYS] 2024/10/23 - 13:09:16 | batch update finished 
[SYS] 2024/10/23 - 13:09:26 | batch update started 
[SYS] 2024/10/23 - 13:09:26 | batch update finished 
[SYS] 2024/10/23 - 13:09:36 | batch update started 
[SYS] 2024/10/23 - 13:09:36 | batch update finished 
[SYS] 2024/10/23 - 13:09:46 | batch update started 
[SYS] 2024/10/23 - 13:09:46 | batch update finished 
[SYS] 2024/10/23 - 13:09:56 | batch update started 
[SYS] 2024/10/23 - 13:09:56 | batch update finished 
[SYS] 2024/10/23 - 13:10:06 | batch update started 
[SYS] 2024/10/23 - 13:10:06 | batch update finished 
[SYS] 2024/10/23 - 13:10:16 | batch update started 
[SYS] 2024/10/23 - 13:10:16 | batch update finished 
[SYS] 2024/10/23 - 13:10:26 | batch update started 
[SYS] 2024/10/23 - 13:10:26 | batch update finished 
[SYS] 2024/10/23 - 13:10:36 | batch update started 
[SYS] 2024/10/23 - 13:10:36 | batch update finished 
[SYS] 2024/10/23 - 13:10:46 | batch update started 
[SYS] 2024/10/23 - 13:10:46 | batch update finished 
[SYS] 2024/10/23 - 13:10:56 | batch update started 
[SYS] 2024/10/23 - 13:10:56 | batch update finished 
[SYS] 2024/10/23 - 13:11:04 | syncing channels from database 
[SYS] 2024/10/23 - 13:11:04 | syncing options from database 
[SYS] 2024/10/23 - 13:11:04 | channels synced from database 
[SYS] 2024/10/23 - 13:11:06 | batch update started 
[SYS] 2024/10/23 - 13:11:06 | batch update finished 
[SYS] 2024/10/23 - 13:11:16 | batch update started 
[SYS] 2024/10/23 - 13:11:16 | batch update finished 
[SYS] 2024/10/23 - 13:11:26 | batch update started 
[SYS] 2024/10/23 - 13:11:26 | batch update finished 
[SYS] 2024/10/23 - 13:11:36 | batch update started 
[SYS] 2024/10/23 - 13:11:36 | batch update finished 
[SYS] 2024/10/23 - 13:11:46 | batch update started 
[SYS] 2024/10/23 - 13:11:46 | batch update finished 
[SYS] 2024/10/23 - 13:11:56 | batch update started 
[SYS] 2024/10/23 - 13:11:56 | batch update finished 
[SYS] 2024/10/23 - 13:12:06 | batch update started 
[SYS] 2024/10/23 - 13:12:06 | batch update finished 
[SYS] 2024/10/23 - 13:12:16 | batch update started 
[SYS] 2024/10/23 - 13:12:16 | batch update finished 
[SYS] 2024/10/23 - 13:12:26 | batch update started 
[SYS] 2024/10/23 - 13:12:26 | batch update finished 
[SYS] 2024/10/23 - 13:12:36 | batch update started 
[SYS] 2024/10/23 - 13:12:36 | batch update finished 
[SYS] 2024/10/23 - 13:12:46 | batch update started 
[SYS] 2024/10/23 - 13:12:46 | batch update finished 
[SYS] 2024/10/23 - 13:12:56 | batch update started 
[SYS] 2024/10/23 - 13:12:56 | batch update finished 
[SYS] 2024/10/23 - 13:13:06 | batch update started 
[SYS] 2024/10/23 - 13:13:06 | batch update finished 
[SYS] 2024/10/23 - 13:13:16 | batch update started 
[SYS] 2024/10/23 - 13:13:16 | batch update finished 
[SYS] 2024/10/23 - 13:13:26 | batch update started 
[SYS] 2024/10/23 - 13:13:26 | batch update finished 
[SYS] 2024/10/23 - 13:13:36 | batch update started 
[SYS] 2024/10/23 - 13:13:36 | batch update finished 
[SYS] 2024/10/23 - 13:13:46 | batch update started 
[SYS] 2024/10/23 - 13:13:46 | batch update finished 
[SYS] 2024/10/23 - 13:13:56 | batch update started 
[SYS] 2024/10/23 - 13:13:56 | batch update finished 
[SYS] 2024/10/23 - 13:14:06 | batch update started 
[SYS] 2024/10/23 - 13:14:06 | batch update finished 
[GIN] 2024/10/23 - 13:14:07 | 2024102313140780706710734464580 | 200 |   37.539022ms |    192.168.65.1 |     GET /api/models
[GIN] 2024/10/23 - 13:14:07 | 2024102313140780708054542719173 | 200 |    56.63687ms |    192.168.65.1 |     GET /api/channel/?p=0
[SYS] 2024/10/23 - 13:14:16 | batch update started 
[SYS] 2024/10/23 - 13:14:16 | batch update finished 
[SYS] 2024/10/23 - 13:14:26 | batch update started 
[SYS] 2024/10/23 - 13:14:26 | batch update finished 
[SYS] 2024/10/23 - 13:14:36 | batch update started 
[SYS] 2024/10/23 - 13:14:36 | batch update finished 
[SYS] 2024/10/23 - 13:14:46 | batch update started 
[SYS] 2024/10/23 - 13:14:46 | batch update finished 
[SYS] 2024/10/23 - 13:14:56 | batch update started 
[SYS] 2024/10/23 - 13:14:56 | batch update finished 
[SYS] 2024/10/23 - 13:15:06 | batch update started 
[SYS] 2024/10/23 - 13:15:06 | batch update finished 
[SYS] 2024/10/23 - 13:15:22 | One API v0.6.7 started 
[SYS] 2024/10/23 - 13:15:22 | using MySQL as database 
[FATAL] 2024/10/23 - 13:15:22 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/10/23 - 13:15:23 | One API v0.6.7 started 
[SYS] 2024/10/23 - 13:15:23 | using MySQL as database 
[FATAL] 2024/10/23 - 13:15:23 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/10/23 - 13:15:24 | One API v0.6.7 started 
[SYS] 2024/10/23 - 13:15:24 | using MySQL as database 
[FATAL] 2024/10/23 - 13:15:24 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/10/23 - 13:15:25 | One API v0.6.7 started 
[SYS] 2024/10/23 - 13:15:25 | using MySQL as database 
[FATAL] 2024/10/23 - 13:15:25 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/10/23 - 13:15:26 | One API v0.6.7 started 
[SYS] 2024/10/23 - 13:15:26 | using MySQL as database 
[SYS] 2024/10/23 - 13:15:26 | database migration started 
[SYS] 2024/10/23 - 13:15:26 | database migrated 
[SYS] 2024/10/23 - 13:15:26 | REDIS_CONN_STRING not set, Redis is not enabled 
[SYS] 2024/10/23 - 13:15:26 | using theme default 
[SYS] 2024/10/23 - 13:15:26 | memory cache enabled 
[SYS] 2024/10/23 - 13:15:26 | sync frequency: 600 seconds 
[SYS] 2024/10/23 - 13:15:26 | channels synced from database 
[SYS] 2024/10/23 - 13:15:26 | batch update enabled with interval 10s 
[SYS] 2024/10/23 - 13:15:26 | initializing token encoders 
[SYS] 2024/10/23 - 13:15:32 | token encoders initialized 
[SYS] 2024/10/23 - 13:15:32 | server started on http://localhost:3000 
[SYS] 2024/10/23 - 13:15:36 | batch update started 
[SYS] 2024/10/23 - 13:15:36 | batch update finished 
[SYS] 2024/10/23 - 13:15:46 | batch update started 
[SYS] 2024/10/23 - 13:15:46 | batch update finished 
[SYS] 2024/10/23 - 13:15:56 | batch update started 
[SYS] 2024/10/23 - 13:15:56 | batch update finished 
[SYS] 2024/10/23 - 13:16:06 | batch update started 
[SYS] 2024/10/23 - 13:16:06 | batch update finished 
[ERR] 2024/10/23 - 13:16:16 | 2024102313161663570324704661166 | 当前分组 default 下对于模型 MyModel 无可用渠道 
[GIN] 2024/10/23 - 13:16:16 | 2024102313161663570324704661166 | 503 |   10.965977ms |      172.18.0.7 |    POST /v1/chat/completions
[SYS] 2024/10/23 - 13:16:16 | batch update started 
[SYS] 2024/10/23 - 13:16:16 | batch update finished 
[ERR] 2024/10/23 - 13:16:17 | 202410231316177783412262154829 | 当前分组 default 下对于模型 MyModel 无可用渠道 
[GIN] 2024/10/23 - 13:16:17 | 202410231316177783412262154829 | 503 |    2.116205ms |      172.18.0.7 |    POST /v1/chat/completions
[ERR] 2024/10/23 - 13:16:17 | 2024102313161794620709808896067 | 当前分组 default 下对于模型 MyModel 无可用渠道 
[GIN] 2024/10/23 - 13:16:17 | 2024102313161794620709808896067 | 503 |    1.913195ms |      172.18.0.7 |    POST /v1/chat/completions
[SYS] 2024/10/23 - 13:16:26 | batch update started 
[SYS] 2024/10/23 - 13:16:26 | batch update finished 
[SYS] 2024/10/23 - 13:16:36 | batch update started 
[SYS] 2024/10/23 - 13:16:36 | batch update finished 
[GIN] 2024/10/23 - 13:16:43 | 2024102313164319092474016736961 | 200 |   28.059386ms |    192.168.65.1 |     PUT /api/channel/
[SYS] 2024/10/23 - 13:16:46 | batch update started 
[SYS] 2024/10/23 - 13:16:46 | batch update finished 
[GIN] 2024/10/23 - 13:16:47 | 2024102313164753344987606484053 | 200 |    2.565836ms |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:49 | 2024102313164944802113318349390 | 200 |     822.996µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:49 | 2024102313164996639149721573716 | 200 |     745.733µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:50 | 2024102313165014271082758676699 | 200 |    1.310628ms |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:52 | 2024102313165210336642146996596 | 200 |     795.462µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:52 | 2024102313165243982264237960681 | 200 |     893.456µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:52 | 2024102313165259958093242401650 | 200 |     750.345µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:52 | 2024102313165275999569242914449 | 200 |     772.346µs |    192.168.65.1 |     GET /api/log/?p=0&type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:53 | 2024102313165368762394902609427 | 200 |    2.313158ms |    192.168.65.1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=0&end_timestamp=1729693007&channel=
[GIN] 2024/10/23 - 13:16:54 | 2024102313165485344878386430190 | 200 |     409.602µs |    192.168.65.1 |     GET /api/notice
